번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
149,창동예술촌,경상남도 창원시 마산합포구 오동서 6길 24,,,055-222-7997,http://www.changdongart.com,2017-11-27,창원시,문화관광,다리와도로,창원시
150,진해내수면환경생태공원,경상남도 창원시 진해구 진해대로1137번길 97,35.16107,128.659,055-540-2780,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,공원과유원지,창원시
151,에덴밸리,경남 양산시 원동면 어실로 1206,35.4219,128.991,055-379-8000,http://www.edenvalley.co.kr/,2017-11-27,양산시,문화관광,문화체험장,
152,법기수원지,경남 양산시 동면 법기로 198-13,,,055-383-5379,http://www.yangsan.go.kr/museum/main.do,2017-11-27,양산시,문화관광,공원과유원지,
153,장어구이거리,경상남도 창원시 마산합포구 수산2길 113 일원,,,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,다리와도로,창원시
154,창원 용지호수공원,경남 창원시 성산구 용지동 551-1,35.23194157,128.6817115,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,공원과유원지,창원시
155,통술거리,경상남도 창원시 마산합포구 오동북19길 35-2 일원 / 마산합포구 문화북1길 30 일원,35.20757,128.5765,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,다리와도로,창원시
156,마산아구찜거리,경남 창원시 마산합포구 동성동 54,35.20561173,128.5783307,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,다리와도로,창원시
157,법천사,경남 양산시 동면 금산2길 210,,,055-384-2734,http://www.yangsan.go.kr/museum/main.do,2017-11-27,양산시,문화관광,사찰과건축물 ,양산시 문화관광과
158,양산시립박물관,경남 양산시 북정로 78,35.35848,129.0487,055-367-9026,http://www.yangsan.go.kr/museum/main.do,2017-11-27,양산시,문화관광,박물관과문화채널,양산시 시립박물관
159,상상길,경상남도 창원시 마산합포구 불종거리로 25,,,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,다리와도로,창원시
160,복요리거리,경상남도 창원시 마산합포구 복요리로 12 일원,35.20478,128.5791,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,문화체험장,창원시
161,양산타워,양산시 동면 강변로 264-1,35.32598,129.0241,055-367-9026,http://www.yangsantower.com/,2017-11-27,양산시,문화관광,사찰과건축물 ,양산시 자원순환과
162,부림창작공예촌,경상남도 창원시 마산합포구 3·15대로 352,,,055-224-8643,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,박물관과문화채널,창원시
163,메타세콰이어 가로수길,경남 창원시 의창구 용호동 500-14,35.23527504,128.6840026,055-225-3701,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,문화체험장,창원시
164,양산 양산천구름다리,경남 양산시 북부동 615,35.34670925,129.0314019,055-392-3233,,2017-11-27,양산시,문화관광,다리와도로,양산시
165,굿데이뮤지엄,경남 창원시 마산회원구 봉암공단2길 22,35.21863,128.5977,070-7576-2017,https://www.gooddaymuseum.co.kr,2017-11-27,창원시,문화관광,박물관과문화채널,(주)무학
166,가고파꼬부랑길 벽화마을,경상남도 창원시 마산합포구 성호서 7길 15-8,,,055-220-5690,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,다리와도로,창원시
167,대운산자연휴양림,양산시 탑골길 208-124(용당동),35.41712,129.2104,055-379-8670,http://www.yssisul.or.kr/dwhuyang/cmm/main/mainPage.do,2017-11-27,양산시,문화관광,공원과유원지,양산시시설관리공단
168,황산베랑길,경남 양산시 물금읍 낙동로 443,,,055-392-3273,http://www.yangsan.go.kr/tour/main.do,2017-11-27,양산시,문화관광,다리와도로,양산시 도로과
169,양산 황산공원,경남 양산시 물금읍 물금리 185-5,35.2992632,128.9923687,055-392-2823,https://hwangsanpark.yangsan.go.kr/,2017-11-27,양산시,문화관광,공원과유원지,양산시
170,불곡사,경상남도 창원시 성산구 대암로 55,35.2158881,128.7016338,055-282-7402,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,사찰과건축물 ,창원시
171,성주사,경상남도 창원시 성산구 곰절길 191,35.17569989,128.7170666,055-262-0108,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,사찰과건축물 ,창원시
172,의림사,경상남도 창원시 마산합포구 진북면 의림로 382,35.1385,128.4393,055-271-3054,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,사찰과건축물 ,창원시
173,군항문화탐방,경상남도 창원시 진해구 도천동 13,,,055-548-2835,http://naval.changwon.go.kr,2017-11-27,창원시,자연관광,산과계곡,창원시
174,군항마을역사길,경상남도 창원시 진해구 편백로 25-1,35.14959,128.6589,070-7377-6110,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,문화체험장,창원시
175,주남저수지,경상남도 창원시 의창구 동읍 주남로101번길 26,35.30714,128.678,055-225-2798,http://junam.changwon.go.kr,2017-11-27,창원시,자연관광,강과호수,창원시
176,창원향교,경상남도 창원시 의창구 의안로 59번길 6,35.26726,128.6232,055-296-7765,http://culture.changwon.go.kr,2017-11-27,창원시,문화관광,사찰과건축물 ,창원시
177,하동레일바이크,경상남도 하동군 북천면 경서대로 2446-6,35.11333681,127.8929765,055-882-2244,http://www.hdrailbike.com/,2017-11-22,하동군,레저관광,레프팅과활동,하동군
178,금오산 짚와이어,경상남도 하동군 금남면 경충로 493-9,34.98292,127.895,055-884-7715,http://hdalps.or.kr/,2017-11-22,하동군,레저관광,레프팅과활동,하동군 문화관광실 관광개발부서
179,사천 세계문화콘텐츠공연장,경남 사천시 실안동 1244-2,34.94438,128.0401,055-835-7179,,2017-11-22,사천시,문화관광,문화체험장,사천시
180,사천바다케이블카,경상남도 사천시 사천대로 18,34.93381108,128.0532673,055-831-7300,http://scfmc.or.kr/cablecar/,2017-11-22,사천시,문화관광,공원과유원지,사천시 시설관리공단
181,남일대코끼리바위,사천시 향촌동 남일대해수욕장,34.92665,128.0965,055-831-2728,,2017-11-22,사천시,자연관광,섬과바다,사천시 관광진흥과
182,거제 씨월드,경상남도 거제시 지세포해안로 15,34.83591484,128.7014722,055-682-0330,http://www.geojeseaworld.com,2017-02-10,거제시,문화관광,문화체험장,(주)거제씨월드
183,라온레포츠,경상남도 합천군 용주면 합천호수로 828-5 (용주면),35.54683,128.0804,,http://www.laon21.co.kr,2016-07-26,합천군,레저관광,종합레포츠시설,
184,Yeonong Gallery,경상남도 의령군 가례면 가례로 703-4,35.37966,128.2313,,,2016-07-06,의령군,문화관광,박물관과문화채널,의령군
185,김해롯데워터파크,경상남도 김해시 장유로 555,35.17972,128.8281,1661-2000,http://www.lotteworld.com/waterpark,2016-05-10,김해시,문화관광,문화체험장,롯데월드 어드벤처
186,김해 낙동강레일파크,경상남도 김해시 생림면 마사로 473번길 41,35.37211,128.8209,055-333-8359,http://www.ghrp.co.kr/,2016-05-10,김해시,문화관광,문화체험장,(재)김해문화재단 김해낙동강레일파크
187,사천온천랜드 그랜드관광호텔,사천온천랜드 관광호텔(경상남도 사천시 용현면 청골길 126),35.04925,128.0547,055-850-1500,http://www.scgrandhotel.co.kr/,2016-03-08,사천시,자연관광,온천과동굴,사천온천랜드 & 그랜드관광호텔
188,김해 가야테마파크,경상남도 김해시 가야테마길 161 (어방동),35.25163556,128.8937475,055-340-7900,http://www.gaya-park.com/index.do,2016-01-31,김해시,문화관광,문화체험장,(재)김해가야테마파크
189,외도 보타니아,경상남도 거제시 일운면 외도길 17,34.76952,128.713,055-681-4541,http://www.oedobotania.com/,2015-08-04,거제시,자연관광,섬과바다,외도 보타니아
190,송진포 ,거제시 장목면 송진포리,,,,,2006-03-14,거제시,미분류,미분류,
191,건계정 ,거창군 거창읍 상림리,,,,,2006-03-14,거창군,미분류,미분류,
192,서변 ,거창군 거창읍 서변리,,,,,2006-03-14,거창군,미분류,미분류,
193,덕곡(숙박) ,진주시 명석면 덕곡리,,,,,2006-03-14,진주시,미분류,미분류,
194,통영운하 ,통영시 통영반도의 남단과 미륵도 사이의 좁은 수도,,,,,2006-03-14,통영시,미분류,미분류,
195,망일봉 ,통영시 정량동,,,,,2006-03-14,통영시,미분류,미분류,
196,임도: 안민도로 대발령고개(12km)  ,창원시 진해구 대야동에서 산정상(해발 500m)까지,,,,,2006-03-14,창원시,미분류,미분류,
197,산복도로: 태백동 안민고개(5.6km) ,창원시 진해구 태백동 /창원시 안민동 연결도로,,,,,2006-03-14,창원시,미분류,미분류,
198,제1밀양교 ,밀양시 내일동 81-1,,,,,2006-03-14,밀양시,미분류,미분류,
199,활성 유원지 ,밀양시 산외면 긴늪유원지,,,,,2006-03-14,밀양시,미분류,미분류,
200,시청앞 ,밀양시 교동밀양시청 1000-1,,,,,2006-03-14,밀양시,미분류,미분류,
201,제2밀양교 ,밀양시 삼문동,,,,,2006-03-14,밀양시,미분류,미분류,
202,청련사 ,창녕군 계성면 사리 852 ,,,,,2006-03-14,창녕군,미분류,미분류,
203,영산연지 ,창녕군 영산면 동리,,,,,2006-03-14,창녕군,미분류,미분류,
204,영산만년교 ,창녕군 영산면 동리 455,,,,,2006-03-14,창녕군,미분류,미분류,
205,함박산약수터 ,창녕군 영산면 교리 399번지,,,,,2006-03-14,창녕군,미분류,미분류,
206,환경시설관리사업소 ,마산시 덕동 713,,,,,2006-03-14,창원시,미분류,미분류,
207,자유무역지역 ,창원시 마산회원구 양덕동 975,,,,,2006-03-14,창원시,미분류,미분류,
208,두산중공업 ,창원시 귀곡동 555,,,,,2006-03-14,창원시,미분류,미분류,
209,한국가스공사 통영생산기지 ,통영시 광도면 안정리 1179,,,,,2006-03-14,통영시,미분류,미분류,
210,가천해변 ,남해군 남면 홍현리,,,,,2006-03-14,남해군,미분류,미분류,
211,함양향교 ,함양군 함양읍 교산리 793,,,,,2006-03-14,함양군,미분류,미분류,
212,광아리(숙박) ,함양군 마천면 추성리 광점동,,,,,2006-03-14,함양군,미분류,미분류,
213,도북(특산품) ,함양군 수동면 도북리,,,,,2006-03-14,함양군,미분류,미분류,
214,연암물레방아공원 ,함양군 안의면,,,,,2006-03-14,함양군,미분류,미분류,
215,황암사 ,함양군 서하면 황산리 황석산성앞,,,,,2006-03-14,함양군,미분류,미분류,
216,논개묘 ,함양군 서상면 방지마을,,,,,2006-03-14,함양군,미분류,미분류,
217,성철대종사생가(터) ,산청군 단성면 묵곡리,,,,,2006-03-14,산청군,미분류,미분류,
218,고암산림욕장 ,창녕군 고암면 감리 산61-1,,,,,2006-03-14,창녕군,미분류,미분류,
219,부곡황토찜질방 ,창녕군 부곡면 사창리 581,,,,,2006-03-14,창녕군,미분류,미분류,
220,도천참숯찜질방 ,창녕군 도천면 송진리 192 ,,,,,2006-03-14,창녕군,미분류,미분류,
221,송진포(숙박) ,거제시 장목면 송진포,,,,,2006-03-14,거제시,미분류,미분류,
222,충익사,의령군 의령읍 충익로 1,35.31565,128.2621,055-570-2400,,2006-03-03,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
223,경상남도수목원,경상남도 진주시 이반성면 수목원로 386,35.15928,128.2928,055-254-3861,http://tree.gyeongnam.go.kr/00main/index.jsp,2006-03-02,진주시,문화관광,박물관과문화채널,경상남도산림환경연구원
224,해안관광코스,창원시 진해구 풍호동 ∼ 웅동2동,35.13758,128.7073,055-225-3701,http://culture.changwon.go.kr,2006-02-13,창원시,문화관광,촬영지,창원시
225,진해파크랜드,창원시 진해구 여좌천로,35.15958,128.6598,055-225-3691,,2006-02-13,창원시,미분류,미분류,창원시 관광진흥과
226,중원로타리,창원시 진해구 백구로 56,35.14993,128.6594,055-225-3691,,2006-02-13,창원시,미분류,미분류,창원시 관광진흥과
227,안민고개,경상남도 창원시 성산구 안민고개길,35.15348,128.6601,055-225-3701,http://culture.changwon.go.kr,2006-02-13,창원시,문화관광,촬영지,창원시
228,창원 진해 여좌천,경상남도 창원시 진해구 여좌천로 16,35.16049,128.6602,055-225-3701,http://culture.changwon.go.kr,2006-02-13,창원시,문화관광,촬영지,창원시
229,"합천 영상테마파크, 청와대세트장",경상남도 합천군 용주면 합천호수로 757,35.54840705,128.0728404,055-931-9303,https://www.hfmc.or.kr/content/23,2006-02-13,합천군,문화관광,촬영지,합천군
230,백련리도요지 - 취화선 촬영지,경상남도 하동군 진교면 사기아름길 80,35.03589,127.8874,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
231,하동배밭 - 청춘 촬영지,하동군,35.06721,127.7513,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
232,칠불사 - 역마 촬영지,경상남도 하동군 화개면 범왕리 1605,35.28304,127.609,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
233,피아골 영화 기념비,하동군 악양면 평사리길,35.15398,127.6855,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
234,수승대사계절썰매장,거창군 위천면 송계로,35.75916,127.8322,055-940-3410,,2006-02-13,거창군,레저관광,스키장,거창군 문화관광과
235,여항수련원,창원시 마산합포구 진전면 의산삼일로 234-23,35.15069,128.3706,055-225-3691,,2006-02-13,창원시,레저관광,캠프장과수련시설,창원시 관광진흥과
236,대유청소년수련원,의령군 낙서면 낙서로 531,35.48264,128.3779,055-570-2400,,2006-02-13,의령군,레저관광,캠프장과수련시설,의령군 문화체육과
237,덕유산휴양수련원,거창군 고제면 빼재로 2027,35.85337,127.8337,055-940-3410,http://www.dukyoo.com,2006-02-13,거창군,레저관광,캠프장과수련시설,거창군 문화관광과
238,거창월성청소년수련원,거창군 북상면 덕유월성로 1312-96,35.76085,127.7243,055-940-3410,http://www.moonstar.or.kr,2006-02-13,거창군,레저관광,캠프장과수련시설,거창군 문화관광과
