"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"65","숙박업","03_11_03_P","5310000","5310000-201-2003-00004","19981020","","01","영업/정상","01","영업","","","","","055 742 0555","766","660991","경상남도 진주시 평거동 138-13","경상남도 진주시 순환로559번길 10-6 (평거동)","52678","프라하 모텔","20210827111416","U","2021-08-29","여관업","128.058530538916","35.1739360998983","여관업","0","0","0","0","0","0","2","22","0","N","0","","","","","0","0","0","0","0","N","4817071000"
"66","숙박업","03_11_03_P","5310000","5310000-201-2008-00001","20080721","","01","영업/정상","01","영업","","","","","055 748 8559","340","660160","경상남도 진주시 본성동 14-5","경상남도 진주시 남강로633번길 6 (본성동)","52690","풀잎궁전","20210826112704","U","2021-08-28","여관업","128.08100784613","35.1910480676327","여관업","3","1","1","3","0","0","2","10","0","N","0","","","","자가","0","0","0","0","0","N","4817055500"
"67","숙박업","03_11_03_P","5310000","5310000-201-2002-00007","20020225","","01","영업/정상","01","영업","","","","","055 745 1035","1199","660992","경상남도 진주시 평거동 789-4","경상남도 진주시 평거로6번길 22 (평거동)","52702","알마니호텔","20210805095001","U","2021-08-07","숙박업 기타","128.063722038546","35.1699543473217","숙박업 기타","7","1","0","0","0","0","2","28","0","N","0","","","","","0","0","0","0","0","N","4817071000"
"68","숙박업","03_11_03_P","5310000","5310000-201-2011-00004","20110706","","01","영업/정상","01","영업","","","","","055 756 7177","408","660803","경상남도 진주시 상대동 192-7 번지 동진주메디컬(4층)","경상남도 진주시 대신로300번길 6 (상대동,번지 동진주메디컬(4층))","52775","킹덤모텔","20211201140517","U","2021-12-03","여관업","128.117634213686","35.1869932050274","여관업","8","0","4","4","0","0","2","10","0","N","0","","","","자가","0","0","0","0","0","N","4817067300"
"69","숙박업","03_11_03_P","5310000","5310000-201-2003-00007","20030402","","01","영업/정상","01","영업","","","","","055 7442612","0","660912","경상남도 진주시 대곡면 광석리 168-2","경상남도 진주시 대곡면 진의로 1144","52607","파라오모텔","20220401174551","U","2022-04-03","여관업","128.168179245777","35.2690365016921","여관업","3","1","1","3","0","0","0","16","0","N","0","","","","자가","0","0","0","0","0","N","4817040000"
"70","숙박업","03_11_03_P","5310000","5310000-201-2010-00001","20100114","","01","영업/정상","01","영업","","","","","055 755 1441","453","660803","경상남도 진주시 상대동 192-7 3층","경상남도 진주시 대신로300번길 6 (상대동)","52775","궁모텔","20220512095835","U","2022-05-14","여관업","128.117634213686","35.1869932050274","여관업","8","1","3","3","0","0","3","10","0","N","0","","","","임대","0","0","0","0","0","N","4817067300"
"71","숙박업","03_11_03_P","5310000","5310000-201-1982-00002","19820918","","01","영업/정상","01","영업","","","","","055 752 7009","263","660988","경상남도 진주시 칠암동 511-4","경상남도 진주시 진주대로920번길 6 (칠암동)","52724","온천모텔","20210723134003","U","2021-07-25","여관업","128.090099092567","35.1822034048088","여관업","0","0","0","0","0","0","4","7","0","N","0","","","","","0","0","0","0","0","N","4817051500"
"72","숙박업","03_11_03_P","5310000","5310000-201-2006-00005","20061102","","01","영업/정상","01","영업","","","","","055 7437431","837","660030","경상남도 진주시 남성동 1-16","경상남도 진주시 남강로625번길 7-2 (남성동)","52690","호텔까사(HOTEL CASA)","20220308160114","U","2022-03-10","여관업","128.079464481848","35.1912297478203","여관업","4","0","1","4","0","0","0","24","0","N","0","","","","자가","0","0","0","0","0","N","4817055500"
"73","숙박업","03_11_03_P","5310000","5310000-201-2005-00007","20051019","","01","영업/정상","01","영업","","","","","055 748 8838","798","660040","경상남도 진주시 봉곡동 12-10","경상남도 진주시 진주대로1147번길 5 (봉곡동)","52682","비엘르모텔","20210722154834","U","2021-07-24","여관업","128.077676367509","35.1955919265331","여관업","5","0","1","5","0","0","0","20","0","N","0","","","","자가","0","0","0","0","0","N","4817055500"
"74","숙박업","03_11_03_P","5310000","5310000-201-1981-00005","19810515","","01","영업/정상","01","영업","","","","","055 748 0074","370","660040","경상남도 진주시 봉곡동 475-6","경상남도 진주시 진주대로 1196-1 (봉곡동)","52664","나비모텔","20210809114754","U","2021-08-11","여관업","128.072233533191","35.194764181019","여관업","0","0","0","0","0","0","1","13","0","N","0","","","","","0","0","0","0","0","N","4817055500"
"75","숙박업","03_11_03_P","5310000","5310000-201-2005-00010","20050114","","01","영업/정상","01","영업","","","","","055 744 3312","871","660160","경상남도 진주시 본성동 18-5","경상남도 진주시 남강로 629-5 (본성동)","52690","9(나인)호텔","20211206134055","U","2021-12-08","여관업","128.080201796673","35.1910018134537","여관업","4","1","1","4","0","0","1","23","0","N","0","","","","자가","0","0","0","0","0","N","4817055500"
"76","숙박업","03_11_03_P","5310000","5310000-201-1993-00004","19931109","","01","영업/정상","01","영업","","","","","055 7581816","599","660902","경상남도 진주시 상평동 310-7","경상남도 진주시 남강로 1223 (상평동)","52812","동경모텔","20210702094846","U","2021-07-04","여관업","128.12461646453","35.171305916202","여관업","0","0","0","0","0","0","0","22","0","N","0","","","","","0","","","0","0","N","4817068000"
"77","숙박업","03_11_03_P","5310000","5310000-201-1981-00009","19811020","","01","영업/정상","01","영업","","","","","055741 0250","90","660170","경상남도 진주시 장대동 102-9","경상남도 진주시 장대로15번길 7 (장대동)","52758","우정장여관","20210218110756","U","2021-02-20","여관업","128.088083939632","35.1927835966224","여관업","0","0","0","0","0","0","3","6","0","N","0","","","","","0","","","0","0","N","4817056500"
"78","숙박업","03_11_03_P","5310000","5310000-201-2002-00011","20021220","","01","영업/정상","01","영업","","","","","055 748 5811","895","660040","경상남도 진주시 봉곡동 14-17","경상남도 진주시 진주대로1147번길 8 (봉곡동)","52682","썸모텔","20220630153847","U","2022-07-02","여관업","128.077355104372","35.1953180861306","여관업","0","0","0","0","0","0","3","26","0","N","0","","","","임대","0","0","0","0","0","N","4817055500"
"79","숙박업","03_11_03_P","5310000","5310000-201-1981-00011","19811202","","01","영업/정상","01","영업","","","","","055 7412121","702","660980","경상남도 진주시 옥봉동 808-11 1층일부,2,3,4층","경상남도 진주시 논개길 85 (옥봉동, 1층일부,2,3,4층)","52759","한보모텔","20220526093631","U","2022-05-28","여관업","128.090883555938","35.1906947021252","여관업","0","0","0","0","0","0","6","10","0","N","0","","","","","0","0","0","0","0","N","4817056500"
"80","숙박업","03_11_03_P","5310000","5310000-201-1994-00004","19940105","","01","영업/정상","01","영업","","","","","055 7582533","396","660903","경상남도 진주시 상평동 250-5","경상남도 진주시 돗골로13번길 2 (상평동)","52814","선영모텔","20220510131051","U","2022-05-12","여관업","128.112724739031","35.1693993577174","여관업","0","0","0","0","0","0","7","9","0","N","0","","","","","0","0","0","0","0","N","4817068000"
"81","숙박업","03_11_03_P","5310000","5310000-201-1999-00011","19990702","","01","영업/정상","01","영업","","","","","055 744 2800","494","660912","경상남도 진주시 대곡면 광석리 312-3","경상남도 진주시 대곡면 진의로1056번길 5","52607","금화모텔","20220512100014","U","2022-05-14","여관업","128.169255813372","35.2620245914355","여관업","0","0","0","0","0","0","6","12","0","N","0","","","","","0","0","0","0","0","N","4817040000"
"82","숙박업","03_11_03_P","5310000","5310000-201-1992-00002","19920402","","01","영업/정상","01","영업","","","","","055745 7010","480","660040","경상남도 진주시 봉곡동 477-13","경상남도 진주시 북장대로41번길 22 (봉곡동)","52680","부안","20211027105531","U","2021-10-29","여관업","128.071839475504","35.1934272546671","여관업","0","0","0","0","0","0","8","11","0","N","0","","","","","0","0","0","0","0","N","4817055500"
"83","숙박업","03_11_03_P","5310000","5310000-201-1990-00020","19901215","","01","영업/정상","01","영업","","","","","055 761 1475","487","660902","경상남도 진주시 상평동 318-4","경상남도 진주시 남강로 1247 (상평동)","52801","넘버25모텔","20210823102602","U","2021-08-25","여관업","128.126492780901","35.173031772059","여관업","0","0","0","0","0","0","7","9","0","N","0","","","","","0","0","0","0","0","N","4817068000"
"84","숙박업","03_11_03_P","5310000","5310000-201-1988-00004","19880907","","01","영업/정상","01","영업","","","","","055 7433357","223","660980","경상남도 진주시 옥봉동 795-12 13","경상남도 진주시 진양호로 620 (옥봉동,13)","52757","동양장여관","20210720094413","U","2021-07-22","여관업","128.091792316291","35.192377980884","여관업","0","0","0","0","0","0","5","7","0","N","0","","","","","0","0","0","0","0","N","4817056500"
"85","숙박업","03_11_03_P","5310000","5310000-201-1998-00014","19981020","","01","영업/정상","01","영업","","","","","055 7466771","491","660040","경상남도 진주시 봉곡동 108","경상남도 진주시 비봉로49번길 12 (봉곡동)","52682","아리랑모텔","20210728091754","U","2021-07-30","여관업","128.079133565392","35.1948078862852","여관업","0","0","0","0","0","0","10","8","0","N","0","","","","","0","0","0","0","0","N","4817055500"
"86","숙박업","03_11_03_P","5310000","5310000-201-2000-00009","20000530","","01","영업/정상","01","영업","","","","","055 7456375","595","660040","경상남도 진주시 봉곡동 135","경상남도 진주시 비봉로57번길 11 (봉곡동)","52682","모텔샤인","20210709102814","U","2021-07-11","여관업","128.078945099879","35.1953435861701","여관업","0","0","0","0","0","0","5","18","0","N","0","","","","","0","0","0","0","0","N","4817055500"
"87","숙박업","03_11_03_P","5310000","5310000-201-1990-00019","19901123","","01","영업/정상","01","영업","","","","","055 7456441","362","660040","경상남도 진주시 봉곡동 8-18","경상남도 진주시 비봉로73번길 17 (봉곡동)","52749","대풍장여관","20210727102639","U","2021-07-29","여관업","128.077948578403","35.1968816075667","여관업","0","0","0","0","0","0","7","8","0","N","0","","","","","0","0","0","0","0","N","4817055500"
"88","숙박업","03_11_03_P","5310000","5310000-201-1989-00004","19890316","","01","영업/정상","01","영업","","","","","055 7497491","294","660020","경상남도 진주시 인사동 8-1","경상남도 진주시 북장대로26번길 18 (인사동)","52686","무인모텔쉬즈(She's)","20210721142453","U","2021-07-23","여관업","128.076191988773","35.192910509739","여관업","4","0","2","3","0","0","4","10","0","N","0","","","","임대","0","0","0","0","0","N","4817055500"
"89","숙박업","03_11_03_P","5310000","5310000-201-2001-00011","20011212","","01","영업/정상","01","영업","","","","","055 7466583","2801","660991","경상남도 진주시 평거동 138-5","경상남도 진주시 순환로 567 (평거동)","52678","브룩스호텔","20220218112731","U","2022-02-20","여관업","128.058857183218","35.1742385168518","여관업","4","1","1","4","0","0","6","24","0","N","0","","","","","0","0","0","0","0","N","4817071000"
"90","숙박업","03_11_03_P","5310000","5310000-201-1996-00012","19960821","","01","영업/정상","01","영업","","","","","055 7619933","765","660250","경상남도 진주시 강남동 36","경상남도 진주시 진주대로987번길 9 (강남동)","52708","삼호궁전여관","20220314144806","U","2022-03-16","여관업","128.085910458603","35.1874463190238","여관업","0","0","0","0","0","0","7","15","0","N","0","","","","","0","0","0","0","0","N","4817051500"
"91","숙박업","03_11_03_P","5310000","5310000-201-1994-00007","19940630","","01","영업/정상","01","영업","","","","","055 7581964","447","660903","경상남도 진주시 상평동 244-1","경상남도 진주시 남강로1081번길 14 (상평동)","52814","엠티(M.T)","20211210103749","U","2021-12-12","여관업","128.110417233369","35.1695476172174","여관업","0","0","0","0","0","0","6","13","0","N","0","","","","","0","0","0","0","0","N","4817068000"
"92","숙박업","03_11_03_P","5310000","5310000-201-1995-00010","19950713","","01","영업/정상","01","영업","","","","","055 7597840","536","660902","경상남도 진주시 상평동 305-1","경상남도 진주시 큰들로176번길 1 (상평동)","52812","윈모텔","20220623093656","U","2022-06-25","여관업","128.122349342075","35.1713437093707","여관업","0","0","0","0","0","0","11","12","0","N","0","","","","","0","0","0","0","0","N","4817068000"
"93","숙박업","03_11_03_P","5310000","5310000-201-1971-00001","19710217","","01","영업/정상","01","영업","","","","","055 763 8077","159","660250","경상남도 진주시 강남동 241-7","경상남도 진주시 진주대로879번길 14-16 (강남동)","52710","삼학여관","20220607091523","U","2022-06-09","여관업","128.089431705661","35.1790092497245","여관업","0","0","0","0","0","0","3","5","0","N","0","","","","","0","0","0","0","0","N","4817051500"
